ID_Espacio_Verde,Nombre,Nombre_Mapa,Tipo_Espacio,Clasificacion_Original,Acceso,Direccion,Barrio,Comuna,Tiene_Patio_Juegos,Superficie_m2,Perimetro_m,Latitud,Longitud,Latitud_Centroide,Longitud_Centroide,Metodo_Coordenada,Flag_Centroide_Fuera_Geometria,Distancia_Centroide_Pin_m,Flag_Geometria_Reparada,Cantidad_Partes_Geometria,Flag_Revision_Manual,Motivo_Revision,Criterio_Inclusion,CRS_Coordenadas,Fuente_Archivo
1285,Plaza Estado Plurinacional de Bolivia,Pza. Estado Plurinacional de Bolivia,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV. - OLLEROS - EST. LISANDRO DE LA TORRE - LACROZE, FEDERICO, AV.",Palermo,14,SI,5910.0018932041685,1470.819462927624,-34.5628337478,-58.4367716999,-34.5628337478,-58.4367716999,Centroide geométrico,0,0.00,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1286,Parque de San Benito,Pque. de San Benito,Parque,PARQUE,No informado,"LA PAMPA - LUGONES, LEOPOLDO, AV. - FIGUEROA ALCORTA, PRES., AV.- CIRCULO DE SUB-OFICIALES DE LAS F.A.",Belgrano,13,SI,105663.6778459205,7938.676560995259,-34.5507649716,-58.4361482050,-34.5507649716,-58.4361482050,Centroide geométrico,0,0.00,0,10,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1288,Plaza Alberto Vaccarezza,Pza. Alberto Vaccarezza,Plaza,PLAZA,No informado,VIRGILIO - ALCARAZ - MOLIERE,Villa Luro,10,SI,2950.0522171764865,505.5402297193115,-34.6265052716,-58.5121084086,-34.6263148544,-58.5118945537,Punto representativo interno del componente principal,1,28.82,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1292,Plaza Nstra. Sra. de las Nieves,Pza. Nstra. Sra. de las Nieves,Plaza,PLAZA,No informado,"PERON, JUAN D., TTE. GRAL. - LA RABIDA (N) - MADERO, EDUARDO, AV. - ROSALES, AV.",Monserrat,1,NO,2324.984259197613,394.7168430656052,-34.6059546935,-58.3688956755,-34.6059546935,-58.3688956755,Centroide geométrico,0,0.00,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1296,Plaza Henry Dunant,Pza. Henry Dunant,Plaza,PLAZA,No informado,PRIMERA JUNTA - GUARDIA NACIONAL - CHAMICAL - CAROYA,Mataderos,9,SI,3161.573084526612,994.4908511399001,-34.6573963847,-58.4811557241,-34.6576771247,-58.4813225260,Punto representativo interno del componente principal,1,34.69,0,15,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1300,Plaza Casa Cuna,Pza. Casa Cuna,Plaza,PLAZA,No informado,"MONTES DE OCA, MANUEL, AV. - CASEROS, AV. - BRASIL, AV. - HORNOS, GRAL. - FINOCHIETTO, ENRIQUE, DR.",Barracas,4,SI,4947.854131591616,1192.994882533183,-34.6296300137,-58.3781713859,-34.6296300137,-58.3781713859,Centroide geométrico,0,0.00,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1303,Plaza Concepción del Alto de San Pedro,Pza. Concepción del Alto de San Pedro,Plaza,PLAZA,No informado,"IRIGOYEN, BERNARDO DE - INDEPENDENCIA, AV. - ESTADOS UNIDOS - 9 DE JULIO, AV.",Constitucion,1,NO,855.558115473945,212.92021505547177,-34.6179213847,-58.3804534164,-34.6180731514,-58.3804478733,Punto representativo interno del componente principal,1,16.84,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1312,Parque de la Memoria,Pque. de la Memoria,Parque,PARQUE,No informado,RAFAEL COSTANERA OBLIGADO AV 7001,Belgrano,13,NO,63642.97743810202,7419.795315910248,-34.5411107190,-58.4377527988,-34.5411107190,-58.4377527988,Centroide geométrico,0,0.00,0,347,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1313,Ciudad Universitaria,Ciudad Universitaria,Parque,PARQUE,No informado,"DARIO, RUBEN, AV. PROLONGACION IMAGINARIA - RIO DE LA PLATA - OBLIGADO, RAFAEL, AV. COSTANERA - CALLE ACCESO A CIUDAD UNIVERSITARIA - PROYECCION FACHADAS NORDESTE PABELLONES II, III Y BASES DE LOS PABELL",Belgrano,13,NO,174083.28625400196,23811.63960203676,-34.5400859324,-58.4462069546,-34.5411730270,-58.4438720652,Punto representativo interno del componente principal,1,245.88,0,141,1,Ciudad Universitaria: confirmar acceso y delimitación,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1314,Plaza del Ángel Gris,Pza. del Ángel Gris,Plaza,PLAZA,No informado,"AVELLANEDA, AV. - BOGOTA - CALCENA - ALVAREZ, DONATO, TTE. GRAL., AV.",Flores,7,SI,10718.40100996949,2247.5737860362137,-34.6220684895,-58.4565783478,-34.6220684895,-58.4565783478,Centroide geométrico,0,0.00,0,19,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1327,Plaza Santos Dumont,Pza. Santos Dumont,Plaza,PLAZA,No informado,CRAMER Y SANTOS DUMONT,Palermo,14,SI,1171.8113218059086,386.738437573135,-34.5761264462,-58.4424494093,-34.5761264462,-58.4424494093,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1328,Plaza Boedo,Pza. Boedo,Plaza,PLAZA,No informado,CARLOS CALVO - SANCHEZ DE LORIA - ESTADOS UNIDOS,Boedo,5,SI,6126.725008937139,1068.560424556436,-34.6224694653,-58.4123642116,-34.6224953341,-58.4127467051,Punto representativo interno del componente principal,1,35.19,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1329,Plaza Intendente Casares,Pza. Intendente Casares,Plaza,PLAZA,No informado,"SANTA FE, Av. - REP. ÁRABE SIRIA. - JARDÍN BOTÁNICO",Palermo,14,SI,4810.129728040788,1165.1432571249386,-34.5838480975,-58.4165751533,-34.5838480975,-58.4165751533,Centroide geométrico,0,0.00,0,15,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1330,Carlos Thays (Jardín Botánico),Jardín Botánico Carlos Thays,Jardín botánico,JARDÍN BOTÁNICO,No informado,"SANTA FE, Av. - LAS HERAS, GRAL. Av. - MALABIA",Palermo,14,NO,49871.30962288933,11398.325328049106,-34.5818214082,-58.4175865517,-34.5825187970,-58.4172840730,Punto representativo interno del componente principal,1,82.17,0,149,0,No aplica,Jardín botánico de uso recreativo y educativo,EPSG:4326,espacio_verde_publico.csv
1331,Gral. Francisco Ramírez // Pita y Pedernera,Jardín Gral. Francisco Ramírez - Pita y Pedernera,Jardín o paseo verde,JARDÍN,No informado,"SARMIENTO, AV. E/ SANTA FE, AV. Y COLOMBIA, AV. (VEREDON NORTE O DE LA EXPOSICION RURAL)",Palermo,14,NO,5544.478461957995,1782.1578043365087,-34.5779209047,-58.4180643941,-34.5783860473,-58.4187000235,Punto representativo interno del componente principal,1,77.86,0,43,0,No aplica,"Jardín identificado con superficie >= 5,000 m² o patio de juegos",EPSG:4326,espacio_verde_publico.csv
1332,Plaza Jacarandá,Pza. Jacarandá,Plaza,PLAZA,No informado,"SANTA FE, Av. 5089 - 5111",Palermo,14,SI,368.2612799182369,367.1442588619122,-34.5761432534,-58.4315677511,-34.5761432534,-58.4315677511,Centroide geométrico,0,0.00,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1334,Madre Teresa de Calcuta,Jardín Madre Teresa de Calcuta,Jardín o paseo verde,JARDÍN,No informado,BULLRICH AV ENTRE DEL LIBERTADOR AV Y SANTA FE AV,Palermo,14,NO,16671.30951882738,6600.298008728277,-34.5763171087,-58.4253314345,-34.5747525384,-58.4246925670,Punto representativo interno del componente principal,1,183.16,0,32,0,No aplica,"Jardín identificado con superficie >= 5,000 m² o patio de juegos",EPSG:4326,espacio_verde_publico.csv
1340,Plaza de la Shoá,Pza. de la Shoá,Plaza,PLAZA,No informado,"DEL LIBERTADOR AV, FREYRE MARCELINO, VÍAS DEL FFCC SAN MARTÍN Y VÍAS DEL FFCC MITRE",Palermo,14,NO,5901.863382198082,1438.1394921443002,-34.5704348397,-58.4220998976,-34.5704348397,-58.4220998976,Centroide geométrico,0,0.00,0,18,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1341,Pque. Polidep. Pdte. Julio A. Roca,Pque. Polidep. Pdte. Julio A. Roca,Parque,PARQUE,No informado,No informado,Villa Soldati,8,No informado,435881.09075256437,25206.41376871699,-34.6756828883,-58.4380617435,-34.6748021056,-58.4413298146,Punto representativo interno del componente principal,1,314.99,1,44,1,Parque Polideportivo Julio A. Roca: confirmar proporción de espacio verde,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1352,Parque Colón,Pque. Colón,Parque,PARQUE,No informado,"PASEO COLON, AV. - LA RABIDA (N) - HUERGO, ING., AV. - LA RABIDA (S)",Monserrat,1,NO,13383.29758054083,2068.1333562688064,-34.6077161439,-58.3691502616,-34.6077161439,-58.3691502616,Centroide geométrico,0,0.00,0,5,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1353,Plaza Israel,Pza. Israel,Plaza,PLAZA,No informado,AV FIGUEROA ALCORTA - AV DE LOS OMBUES - ANDRES BELLO,Palermo,14,NO,24253.64923879498,948.2390652606696,-34.5605616319,-58.4264849136,-34.5605616319,-58.4264849136,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1359,Paseo de Versalles,Jardín Paseo de Versalles,Jardín o paseo verde,JARDÍN,No informado,"PORCEL DE PERALTA, MANUEL - GAMBOA, MARCELO - BARRAGAN - ARREGUI",Versalles,10,SI,7552.388073675287,1912.8376556349504,-34.6301398815,-58.5239486628,-34.6301398815,-58.5239486628,Centroide geométrico,0,0.00,0,15,0,No aplica,"Jardín identificado con superficie >= 5,000 m² o patio de juegos",EPSG:4326,espacio_verde_publico.csv
1361,Plaza Alexander Fleming / Luis Alberto Spinetta,Pza. Alexander Fleming / Luis Alberto Spinetta,Plaza,PLAZA,No informado,"QUINTEROS, LIDORO - RAFAEL HERNANDEZ",Belgrano,13,SI,537.0017396601079,375.7400317339579,-34.5501338870,-58.4502431131,-34.5501338870,-58.4502431131,Centroide geométrico,0,0.00,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1362,Plaza República de Haití,Pza. Rep. de Haití,Plaza,PLAZA,No informado,"FREIRE, RAMON, CAP. GRAL. - DORREGO, AV. - FIGUEROA ALCORTA, PRES., AV. - VIAS DEL FCGBM",Palermo,14,NO,16077.480041397346,1506.1433601888798,-34.5677143684,-58.4209494201,-34.5676707274,-58.4206383413,Punto representativo interno del componente principal,1,28.95,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1363,Plaza República de Serbia,Pza. Rep. de Serbia,Plaza,PLAZA,No informado,FIGUEROA ALCORTA PRES AV E/ DORREGO AV y VIÁS DEL FFCC MITRE,Palermo,14,NO,12556.667404515922,702.0742556856762,-34.5665392661,-58.4188259895,-34.5665392661,-58.4188259895,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1373,Parque Agustín P. Justo,Pque. Agustín P. Justo,Parque,PARQUE,No informado,FIGUEROA ALCORTA AV - VALENTIN ALSINA AV - BELISARIO ROLDAN AV - VÍAS DEL FFCC SAN MARTIN - LEVILLIER ROBERTO,Palermo,14,NO,21978.91534653094,2075.4734208120417,-34.5693428722,-58.4139929044,-34.5693428722,-58.4139929044,Centroide geométrico,0,0.00,0,2,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1379,Parque Pioneros de la Antártida Argentina,Pque. Pioneros de la Antártida Argentina,Parque,PARQUE,No informado,"PAZ, GRAL. - GERCHUNOFF, ALBERTO - YRUITIA, ROGELIO - ANDONAEGUI",Saavedra,12,SI,40835.95930896829,1095.7167680850894,-34.5604868260,-58.5038755401,-34.5604868260,-58.5038755401,Centroide geométrico,0,0.00,0,1,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1391,Parque de Flora Nativa Benito Quinquela Martin,Pque. de Flora Nativa Benito Quinquela Martin,Parque,PARQUE,No informado,IRALA - ESPORA TOMAS - VALLE ARISTÓBULO DEL - PI Y MARGALL,La Boca,4,SI,24342.98678742455,6058.478494041973,-34.6322308126,-58.3672861306,-34.6322308126,-58.3672861306,Centroide geométrico,0,0.00,0,48,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1393,Plaza Gumersindo González,Pza. Gumersindo González,Plaza,PLAZA,No informado,"SAMPERIO, MANUEL J. - HORNOS, GRAL. - FINOCHIETTO ENRIQUE DR. - HERRERA",Barracas,4,NO,19943.655988134145,3561.6768841673447,-34.6332991287,-58.3777691172,-34.6334283482,-58.3783369962,Punto representativo interno del componente principal,1,54.00,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1394,Plaza Poeta Ricardo E. Lleras,Pza. Poeta Ricardo E. Lleras,Plaza,PLAZA,No informado,"HERRERA - SAMPERIO, MANUEL J. - HORNOS, GRAL. - VALLE, ARISTOBULO DEL",Barracas,4,SI,6215.492552084994,1505.2632135378728,-34.6353721289,-58.3777783459,-34.6353721289,-58.3777783459,Centroide geométrico,0,0.00,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1395,No informado,No informado,Plaza,PLAZA,No informado,"ARAOZ DE LAMADRID, G., GRAL. - HORNOS, GRAL. - SUAREZ - HERRERA",Barracas,4,NO,2815.6218825049395,459.67023745068633,-34.6412831256,-58.3757672848,-34.6412831256,-58.3757672848,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1396,No informado,No informado,Plaza,PLAZA,No informado,"ARAOZ DE LAMADRID, G., GRAL. - HORNOS, GRAL. - SUAREZ - HERRERA",Barracas,4,NO,2248.8787068154484,461.05123529928517,-34.6409469578,-58.3766945348,-34.6409469578,-58.3766945348,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1397,Plaza Ángel Villoldo,Pza. Ángel Villoldo,Plaza,PLAZA,No informado,"HERRERA 1900 - URIARTE, GRAL - HORNOS,GRAL. - RIO CUARTO",Barracas,4,NO,5141.845413594522,1032.8072365047535,-34.6491182086,-58.3743636960,-34.6491182086,-58.3743636960,Centroide geométrico,0,0.00,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1398,Plaza Sergio Karakachoff,Pza. Sergio Karakachoff,Plaza,PLAZA,No informado,"HERRERA - BRANDEN - HORNOS, GRAL - SUAREZ",Barracas,4,NO,7407.112671985876,1277.9010928222697,-34.6389033430,-58.3761993551,-34.6389569127,-58.3766314328,Punto representativo interno del componente principal,1,40.05,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1405,Plaza José Martí,Pza. José Martí,Plaza,PLAZA,No informado,"SOLDADO DE LA FRONTERA - VILLEGAS, CONRADO, GRAL. - LARRAZABAL - DIAZ, ANA",Villa Lugano,8,SI,8755.557248919482,1590.3060000017288,-34.6814100430,-58.4661510544,-34.6814100430,-58.4661510544,Centroide geométrico,0,0.00,0,13,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1406,Plaza Nunca Más,Pza. Nunca Más,Plaza,PLAZA,No informado,"Parcela 2c de la Manzana 70, intersección con el eje de la calle Bolivia, calle Cabezón, intersección con el eje de la calle Condarco y Obispo San Alberto y Estación Villa Pueyrredón del FFCC Mitre",Villa Pueyrredon,12,SI,4409.945020866819,1255.017667050628,-34.5804032206,-58.5030995937,-34.5804032206,-58.5030995937,Centroide geométrico,0,0.00,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1414,Plaza Jorge Casal,Pza. Jorge Casal,Plaza,PLAZA,No informado,AV TRIUNVIRATO - AV ROOSVELT - DÍAZ COLODRERO - VÍAS DEL FFCC MITRE (José León Suárez),Villa Urquiza,12,SI,714.5478548828995,508.12252698566454,-34.5736386601,-58.4863909055,-34.5736127452,-58.4865162840,Punto representativo interno del componente principal,1,11.86,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1420,Parque Santojanni,Pque. Santojanni,Parque,PARQUE,No informado,"DE LA TORRE, LISANDRO, AV. - PATRON - ACASSUSO - RUCCI, JOSE I.",Liniers,9,SI,17015.471564970456,3069.050036427658,-34.6472124645,-58.5131209328,-34.6474717656,-58.5136846634,Punto representativo interno del componente principal,1,59.14,0,14,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1421,Pque. Depvo. Onega,Pque. Depvo. Onega,Parque,PARQUE,No informado,No informado,Villa Devoto,11,SI,8224.764710819554,1932.8661707366493,-34.5944498479,-58.5144066467,-34.5944498479,-58.5144066467,Centroide geométrico,0,0.00,0,16,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1422,Parque Eva Duarte de Perón,Pque. Eva Duarte de Perón,Parque,PARQUE,No informado,AV ROSARIO VERA PEÑALOZA - AV CALABRIA - LANTERI JULIETA - AV RAWSON DELEPIANE,Puerto Madero,1,SI,23067.92023750109,4245.252749442751,-34.6188408456,-58.3586836468,-34.6188408456,-58.3586836468,Centroide geométrico,0,0.00,0,61,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1444,Jardín Japonés,Jardín Japonés,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV. - SARMIENTO, AV. - BERRO, ADOLFO, AV. - CASARES, AV.",Palermo,14,SI,13657.132428423885,4616.564230458871,-34.5751906225,-58.4092951861,-34.5751906225,-58.4092951861,Centroide geométrico,0,0.00,1,43,1,Jardín Japonés: confirmar condiciones de acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1445,Plaza Sicilia,Pza. Sicilia,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV. - SARMIENTO, AV. - BERRO, ADOLFO, AV. - CASARES, AV.",Palermo,14,SI,94972.14706758109,9079.13162748154,-34.5745369434,-58.4117839482,-34.5745369434,-58.4117839482,Centroide geométrico,0,0.00,0,50,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1452,Plaza Delfo Cabrera,Pza. Delfo Cabrera,Plaza,PLAZA,No informado,RUIZ DE LOS LLANOS - DIAZ CESAR GRAL - IRIGOYEN - JUSTO JUAN B,Villa Luro,10,SI,4963.334670095881,380.11814236744084,-34.6351207335,-58.5080339529,-34.6351207335,-58.5080339529,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1454,Plaza Las Toscaneras de Villa Real,Pza. Las Toscaneras de Va. Real,Plaza,PLAZA,No informado,LISTA RAMON CNEL - VIRGILIO - VARELA JOSE PEDRO - MOLIERE,Villa Real,10,SI,8234.174087392264,2020.135831280774,-34.6165001549,-58.5253357870,-34.6165001549,-58.5253357870,Centroide geométrico,0,0.00,0,23,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1463,Plaza Lic. Carlos Campelo,Pza. Lic. Carlos Campelo,Plaza,PLAZA,No informado,"VIAS DEL FERROCARRIL BARTOLOME MITRE ENTRE UGARTE, MANUEL - WASHINGTON - ESTOMBA - MONROE",Coghlan,12,SI,5256.10522599417,841.217277406392,-34.5647536204,-58.4760997412,-34.5649897291,-58.4755029518,Punto representativo interno del componente principal,1,60.70,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1464,Plaza Estación Coghlan,Pza. Estación Coghlan,Plaza,PLAZA,No informado,VIAS DEL FERROCARRIL BARTOLOME MITRE ENTRE NAHUEL HUAPI - TRONADOR - ESTOMBA - MONROE,Coghlan,12,SI,11849.489638405268,2222.649018611646,-34.5658306206,-58.4746978545,-34.5658306206,-58.4746978545,Centroide geométrico,0,0.00,1,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1465,Plaza Julio César Fumarola,Pza. Julio César Fumarola,Plaza,PLAZA,No informado,PERON JUAN DOMINGO - JEAN JAURES - ANCHORENA TOMAS - PREDIO VÍAS DEL FFCC,Balvanera,3,SI,1207.0703829838599,533.6737988045738,-34.6080231718,-58.4107453140,-34.6080743611,-58.4111750656,Punto representativo interno del componente principal,1,39.82,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1467,Plaza Paseo de la Vida Dr. René Favaloro,Pza. Paseo de la Vida Dr. René Favaloro,Plaza,PLAZA,No informado,BACACAY - ROJAS RICARDO - REPETTO NICOLAS - VÍAS DEL FFCC SARMIENTO,Caballito,6,NO,2355.454873073805,694.4069787358668,-34.6187546046,-58.4431242230,-34.6187444267,-58.4432260282,Punto representativo interno del componente principal,1,9.40,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1469,Plaza Fray Mocho,Pza. Fray Mocho,Plaza,PLAZA,No informado,"FIGUEROA ALCORTA, PRES., AV. - BUNGE, INT. - BELLO, ANDRES - DE LOS OMBUES, AV.",Palermo,14,NO,26570.902408826467,902.9391975619051,-34.5586287619,-58.4290493413,-34.5586287619,-58.4290493413,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1477,Plaza Rosa Lamorte de Lombardo,Pza. Rosa Lamorte de Lombardo,Plaza,PLAZA,No informado,FRUCTUOSO RIVERA entre EREZCANO y PERITO MORENO AV,Nueva Pompeya,4,SI,6556.614980759989,2852.691591179479,-34.6515328190,-58.4278572683,-34.6515328190,-58.4278572683,Centroide geométrico,0,0.00,1,19,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1483,Plaza Juan Tronconi,Pza. Juan Tronconi,Plaza,PLAZA,No informado,TILCARA 3277/87 y DEL BARCO CENTENERA 3422,Nueva Pompeya,4,SI,293.0716159457148,170.77097371690843,-34.6541511717,-58.4190931093,-34.6542309217,-58.4191380155,Punto representativo interno del componente principal,1,9.76,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1484,Plaza Bosque Homenaje a las víctimas de Cromañón,Pza. Bosque Homenaje a las víctimas de Cromañón,Plaza,PLAZA,No informado,"FIGUEROA ALCORTA, PRES., AV. - DORREGO AV - CARCANO RAMÓN - JULIO A. NOBLE (ex GUERRICO)",Palermo,14,NO,8778.883037213713,473.4624052557285,-34.5612301218,-58.4213450702,-34.5612301218,-58.4213450702,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1485,Plaza Monte Castro,Pza. Monte Castro,Plaza,PLAZA,No informado,"MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ, ELPIDIO",Monte Castro,10,SI,8418.439722597517,1147.3685871474968,-34.6180781824,-58.4975137071,-34.6180781824,-58.4975137071,Centroide geométrico,0,0.00,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1486,Plaza 29 de Diciembre de 2001,Pza. 29 de Diciembre de 2001,Plaza,PLAZA,No informado,"MERCEDES - MIRANDA - GONZALEZ, ELPIDIO",Monte Castro,10,NO,2715.8062322216265,443.97906573416054,-34.6177586746,-58.4966244713,-34.6177586746,-58.4966244713,Centroide geométrico,0,0.00,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1488,Plaza Holanda,Pza. Holanda,Plaza,PLAZA,No informado,"ISABEL, INFANTA, AV. - IRAOLA, AV. - MONTT, PEDRO, PRES., AV. - DEL LIBERTADOR, AV.",Palermo,14,NO,27831.81716227691,5427.548458398504,-34.5720080460,-58.4193739366,-34.5720080460,-58.4193739366,Centroide geométrico,0,0.00,0,55,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1489,Jardín de los Poetas (Plaza Holanda),Jardín de los Poetas (Pza. Holanda),Plaza,PLAZA,No informado,"ISABEL, INFANTA, AV. - IRAOLA, AV. - MONTT, PEDRO, PRES., AV.",Palermo,14,NO,2361.7217404151697,1094.8738657429114,-34.5719421741,-58.4166024643,-34.5714304777,-58.4167868856,Punto representativo interno del componente principal,1,59.22,0,28,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1490,El Rosedal (Plaza Holanda),El Rosedal (Pza. Holanda),Plaza,PLAZA,No informado,"ISABEL, INFANTA, AV. - IRAOLA, AV. - MONTT, PEDRO, PRES., AV.",Palermo,14,NO,60958.79293178228,12464.579247726046,-34.5708673694,-58.4146752964,-34.5712194868,-58.4172067849,Punto representativo interno del componente principal,1,235.51,0,156,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1497,Plaza San Cayetano de Liniers,Pza. San Cayetano de Liniers,Plaza,PLAZA,No informado,JUAN B JUSTO AV - CUZCO - SUBIDA COLECTORA GRAL PAZ,Versalles,10,SI,331.6414526367417,178.67843602165226,-34.6344851797,-58.5287060765,-34.6344980741,-58.5285526543,Punto representativo interno del componente principal,1,14.14,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1501,Plaza Abanderada de los Humildes,Pza. Abanderada de los Humildes,Plaza,PLAZA,No informado,BARRIO PIEDRABUENA - SECCIÓN 78 - MANZANA 159 D SECTOR 2,Villa Lugano,8,SI,640.8856000528453,258.40787862008426,-34.6789560600,-58.4918624630,-34.6788972270,-58.4917549074,Punto representativo interno del componente principal,1,11.82,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
