ID,Tipo_Transporte,Nombre,Corredor,Lineas,Lineas_Sentido,Direccion,Barrio,Comuna,Latitud,Longitud,Flag_Coordenada_Anomala,Flag_Duplicado
METROBUS_000177,Metrobus,IBERA,No informado,59|152,59:I|152:I,3127 CABILDO AV.,NUÑEZ,Comuna 13,-34.55319,-58.4645751,0,0
METROBUS_000178,Metrobus,IBERA,No informado,68|161,68:I|161:I,3161 CABILDO AV.,NUÑEZ,Comuna 13,-34.55291,-58.4648003,0,0
METROBUS_000179,Metrobus,IBERA,No informado,60,60:I,3225 CABILDO AV.,NUÑEZ,Comuna 13,-34.55253,-58.4651109,0,0
METROBUS_000180,Metrobus,IBERA,No informado,133|168,133:I|168:I,3273 CABILDO AV.,NUÑEZ,Comuna 13,-34.55215,-58.4654189,0,0
METROBUS_000181,Metrobus,CAMPO SALLES,No informado,29|184,29:I|184:I,3307 CABILDO AV.,NUÑEZ,Comuna 13,-34.55183,-58.4656801,0,0
METROBUS_000182,Metrobus,NU�EZ,No informado,59|152,59:I|152:I,3611 CABILDO AV.,NUÑEZ,Comuna 13,-34.5495985,-58.4675996,0,0
METROBUS_000183,Metrobus,NU�EZ,No informado,60|68|161,60:I|68:I|161:I,3631 CABILDO AV.,NUÑEZ,Comuna 13,-34.5493959,-58.4677541,0,0
METROBUS_000184,Metrobus,NU�EZ,No informado,133|168|184,133:I|168:I|184:I,3663 CABILDO AV.,NUÑEZ,Comuna 13,-34.549227,-58.4678816,0,0
METROBUS_000185,Metrobus,VILELA,No informado,59|152,59:I|152:I,4077 CABILDO AV.,NUÑEZ,Comuna 13,-34.5462263,-58.4702061,0,0
METROBUS_000186,Metrobus,BESARES,No informado,60|133,60:I|133:I,4179 CABILDO AV.,NUÑEZ,Comuna 13,-34.5457963,-58.4705258,0,0
METROBUS_000187,Metrobus,RAMALLO,No informado,59|152,59:I|152:I,4415 CABILDO AV.,NUÑEZ,Comuna 13,-34.5435398,-58.4721739,0,0
METROBUS_000188,Metrobus,ARIAS,No informado,60|133,60:I|133:I,4541 CABILDO AV.,NUÑEZ,Comuna 13,-34.5427998,-58.4727494,0,0
METROBUS_000189,Metrobus,MONROE,No informado,29|41|60,29:V|41:V|60:V,2520 CABILDO AV.,BELGRANO,Comuna 13,-34.5577972,-58.4605123,0,0
METROBUS_000190,Metrobus,MONROE,No informado,59|152|161,59:No informado|152:V|161:V,2520 CABILDO AV.,BELGRANO,Comuna 13,-34.5580655,-58.4602783,0,0
METROBUS_000191,Metrobus,BLANCO ENCALADA,No informado,68|168|184,68:No informado|168:V|184:V,2460 CABILDO AVE,BELGRANO,Comuna 13,-34.5586629,-58.459663,0,0
METROBUS_000192,Metrobus,BLANCO ENCALADA,No informado,161|168,161:I|168:I,2427 CABILDO AV,BELGRANO,Comuna 13,-34.5588575,-58.4593279,0,0
METROBUS_000193,Metrobus,OLAZABAL,No informado,41|68,41:I|68:I,2363 CABILDO AV.,BELGRANO,Comuna 13,-34.55945,-58.4587462,0,0
METROBUS_000194,Metrobus,OLAZABAL,No informado,29|60,29:I|60:I,2349 CABILDO AV.,BELGRANO,Comuna 13,-34.55957,-58.4586443,0,0
METROBUS_000195,Metrobus,OLAZABAL,No informado,59|152,59:I|152:I,2323 CABILDO AV.,BELGRANO,Comuna 13,-34.55982,-58.4584228,0,0
METROBUS_000196,Metrobus,MENDOZA,No informado,60|29,60:V|29:No informado,2230 CABILDO AV.,BELGRANO,Comuna 13,-34.56036,-58.4582894,0,0
METROBUS_000197,Metrobus,MENDOZA,No informado,41|59|161,41:V|59:No informado|161:No informado,2252 CABILDO AV.,BELGRANO,Comuna 13,-34.56066,-58.4580294,0,0
METROBUS_000198,Metrobus,MENDOZA,No informado,152|68,152:V|68:V,2210 CABILDO AV.,BELGRANO,Comuna 13,-34.561,-58.4577435,0,0
METROBUS_000199,Metrobus,JURAMENTO,No informado,57|194,57:I|194:I,2171 CABILDO AV.,BELGRANO,Comuna 13,-34.56129,-58.4571723,0,0
METROBUS_000200,Metrobus,GUATEMALA,No informado,166|34,166:I|34:I,"955 JUSTO, JUAN B. AV.",PALERMO,Comuna 14,-34.58123,-58.4294952,0,0
METROBUS_000201,Metrobus,HONDURAS,No informado,166|34,166:I|34:I,"1463 JUSTO, JUAN B. AV.",PALERMO,Comuna 14,-34.585,-58.4344466,0,0
METROBUS_000202,Metrobus,VARELA,No informado,76|150|101|23|143,76:No informado|150:No informado|101:No informado|23:I|143:V,"2613 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA SOLDATI,Comuna 8,-34.6561804,-58.4385088,0,0
METROBUS_000203,Metrobus,VARELA,No informado,150|143|101,150:I|143:I|101:V,"2587 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",FLORES,Comuna 7,-34.6551306,-58.438053,0,0
METROBUS_000204,Metrobus,SAN LORENZO,No informado,143|46|150|101,143:V|46:No informado|150:V|101:No informado,"2248 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA SOLDATI,Comuna 8,-34.65333,-58.4346318,0,0
METROBUS_000205,Metrobus,SAN LORENZO,No informado,143|46|150|101,143:I|46:No informado|150:I|101:V,"2151 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",FLORES,Comuna 7,-34.6527126,-58.4342743,0,0
METROBUS_000206,Metrobus,PERITO MORENO,No informado,46|143|150|101,46:No informado|143:I|150:I|101:V,"1851 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",FLORES,Comuna 7,-34.6507473,-58.4318901,0,0
METROBUS_000207,Metrobus,LAFUENTE,No informado,101|150|23|143,101:I|150:No informado|23:I|143:V,"3036 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA SOLDATI,Comuna 8,-34.65986,-58.4429624,0,0
METROBUS_000208,Metrobus,LAFUENTE,No informado,23|76|101|143|150,23:V|76:No informado|101:V|143:I|150:No informado,"2993 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA SOLDATI,Comuna 8,-34.6591933,-58.4425143,0,0
METROBUS_000209,Metrobus,MARIANO ACOSTA,No informado,101|143|150,101:I|143:V|150:V,"3324 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA SOLDATI,Comuna 8,-34.6619948,-58.445733,0,0
METROBUS_000210,Metrobus,MARIANO ACOSTA,No informado,101|143|150,101:No informado|143:I|150:I,"3259 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA SOLDATI,Comuna 8,-34.66144,-58.4452531,0,0
METROBUS_000211,Metrobus,LAGUNA,No informado,101|143|150,101:No informado|143:I|150:I,"3559 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA SOLDATI,Comuna 8,-34.6638067,-58.4484401,0,0
METROBUS_000212,Metrobus,LAGUNA,No informado,101|143|150,101:I|143:V|150:V,"3540 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA SOLDATI,Comuna 8,-34.6639218,-58.4482176,0,0
METROBUS_000213,Metrobus,CECILIA GRIERSON,No informado,101|143|150,101:No informado|143:I|150:I,4261 FERNANDEZ DE LA CRUZ F GRAL AVE,VILLA SOLDATI,Comuna 8,-34.6710808,-58.4570429,0,0
METROBUS_000214,Metrobus,CECILIA GRIERSON,No informado,101|143|150,101:I|143:V|150:V,4262 FERNANDEZ DE LA CRUZ F GRAL AVE,VILLA SOLDATI,Comuna 8,-34.6711487,-58.4566942,0,0
METROBUS_000215,Metrobus,ESCALADA,No informado,101|114|143|150,101:No informado|114:I|143:I|150:I,"4543 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA LUGANO,Comuna 8,-34.6744673,-58.4608864,0,0
METROBUS_000216,Metrobus,ESCALADA,No informado,101|114|143|150,101:I|114:V|143:V|150:V,"4452 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA LUGANO,Comuna 8,-34.6745479,-58.4603363,0,0
METROBUS_000217,Metrobus,POLA,No informado,101|114|143|150,101:No informado|114:I|143:I|150:I,"5351 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA LUGANO,Comuna 8,-34.6787936,-58.465848,0,0
METROBUS_000218,Metrobus,POLA,No informado,101|143|114|150,101:I|143:V|114:V|150:V,"5366 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA LUGANO,Comuna 8,-34.6790183,-58.4653532,0,0
METROBUS_000219,Metrobus,LISANDRO DE LA TORRE,No informado,143,143:I,"6091 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA LUGANO,Comuna 8,-34.6844843,-58.4720906,0,0
METROBUS_000220,Metrobus,PIEDRABUENA,No informado,143,143:I,"6595 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA RIACHUELO,Comuna 8,-34.6879868,-58.4759601,0,0
METROBUS_000221,Metrobus,PIEDRABUENA,No informado,150|143,150:V|143:V,"6550 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA RIACHUELO,Comuna 8,-34.68798,-58.4756197,0,0
METROBUS_000222,Metrobus,LISANDRO DE LA TORRE,No informado,143,143:V,"5902 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VILLA LUGANO,Comuna 8,-34.683596,-58.4705,0,0
METROBUS_000223,Metrobus,SOLDADO DE LA FRONTERA,No informado,115|91,115:I|91:I,"5821 ROCA, CNEL. AV.",VILLA RIACHUELO,Comuna 8,-34.68905,-58.4603831,0,0
METROBUS_000224,Metrobus,SOLDADO DE LA FRONTERA,No informado,47|91|114|117|150|115,47:No informado|91:No informado|114:No informado|117:V|150:V|115:No informado,"5788 ROCA, CNEL. AV.",VILLA RIACHUELO,Comuna 8,-34.6891143,-58.4601368,0,0
METROBUS_000225,Metrobus,LISANDRO DE LA TORRE,No informado,47|91|117|114|115,47:No informado|91:No informado|117:I|114:No informado|115:No informado,"6083 ROCA, CNEL. AV.",VILLA LUGANO,Comuna 8,-34.69144,-58.46302,0,0
METROBUS_000226,Metrobus,LISANDRO DE LA TORRE,No informado,47|91|114|115|117|150,47:No informado|91:No informado|114:No informado|115:No informado|117:I|150:No informado,"6120 ROCA, CNEL. AV.",VILLA RIACHUELO,Comuna 8,-34.6922919,-58.4633791,0,0
METROBUS_000227,Metrobus,PIEDRABUENA,No informado,91|114|117,91:No informado|114:I|117:I,"6523 ROCA, CNEL. AV.",VILLA RIACHUELO,Comuna 8,-34.694658,-58.4665629,0,0
METROBUS_000228,Metrobus,PIEDRABUENA,No informado,91|101|114|117,91:No informado|101:I|114:V|117:V,"6522 ROCA, CNEL. AV.",VILLA RIACHUELO,Comuna 8,-34.6947539,-58.4660844,0,0
METROBUS_000229,Metrobus,LARRAZABAL,No informado,91|115,91:V|115:V,"5332 ROCA, CNEL. AV.",VILLA RIACHUELO,Comuna 8,-34.68506,-58.45575,0,0
METROBUS_000230,Metrobus,LARRAZABAL,No informado,91|115,91:I|115:I,"5331 ROCA, CNEL. AV.",VILLA LUGANO,Comuna 8,-34.68488,-58.4559025,0,0
METROBUS_000231,Metrobus,ESCALADA,No informado,91|115,91:V|115:V,"4708 ROCA, CNEL. AV.",VILLA RIACHUELO,Comuna 8,-34.68112,-58.4512148,0,0
METROBUS_000232,Metrobus,ESCALADA,No informado,91|115,91:I|115:I,"4709 ROCA, CNEL. AV.",VILLA RIACHUELO,Comuna 8,-34.6809,-58.4514805,0,0
METROBUS_000233,Metrobus,ESTADIO PARQUE ROCA,No informado,91|115,91:V|115:V,"4294 ROCA, CNEL. AV.",VILLA SOLDATI,Comuna 8,-34.6771885,-58.4485619,0,0
METROBUS_000234,Metrobus,ESTADIO PARQUE ROCA,No informado,91|115,91:I|115:I,"4293 ROCA, CNEL. AV.",VILLA SOLDATI,Comuna 8,-34.6771938,-58.4488246,0,0
METROBUS_000235,Metrobus,PARQUE ROCA,No informado,91|115,91:V|115:V,"3998 ROCA, CNEL. AV.",VILLA SOLDATI,Comuna 8,-34.67279,-58.4458619,0,0
METROBUS_000236,Metrobus,PARQUE ROCA,No informado,91|115,91:I|115:I,"3997 ROCA, CNEL. AV.",VILLA SOLDATI,Comuna 8,-34.67263,-58.4459613,0,0
METROBUS_000237,Metrobus,LACARRA,No informado,91|115,91:V|115:V,"3558 ROCA, CNEL. AV.",VILLA SOLDATI,Comuna 8,-34.6689929,-58.4428233,0,0
METROBUS_000238,Metrobus,LACARRA,No informado,91|115,91:I|115:I,"3615 ROCA, CNEL. AV.",VILLA SOLDATI,Comuna 8,-34.6689401,-58.443293,0,0
METROBUS_000239,Metrobus,MARIANO ACOSTA,No informado,91|115,91:V|115:V,"3390 ROCA, CNEL. AV.",VILLA SOLDATI,Comuna 8,-34.66674,-58.4405992,0,0
METROBUS_000240,Metrobus,MARIANO ACOSTA,No informado,91|115,91:I|115:I,"3395 ROCA, CNEL. AV.",VILLA SOLDATI,Comuna 8,-34.66666,-58.4407493,0,0
METROBUS_000241,Metrobus,BERG,No informado,76|91|115,76:I|91:No informado|115:No informado,"2299 RABANAL, FRANCISCO, INTENDENTE AV.",VILLA SOLDATI,Comuna 8,-34.6595907,-58.4287986,0,0
METROBUS_000242,Metrobus,BERG,No informado,76|91|115,76:V|91:No informado|115:No informado,"2316 RABANAL, FRANCISCO, INTENDENTE AV.",VILLA SOLDATI,Comuna 8,-34.6601007,-58.429415,0,0
METROBUS_000243,Metrobus,VARELA,No informado,91|76|115,91:No informado|76:V|115:No informado,"2686 RABANAL, FRANCISCO, INTENDENTE AV.",VILLA SOLDATI,Comuna 8,-34.6617966,-58.4330227,0,0
METROBUS_000244,Metrobus,VARELA,No informado,76|91|115,76:I|91:No informado|115:No informado,"2761 RABANAL, FRANCISCO, INTENDENTE AV.",VILLA SOLDATI,Comuna 8,-34.6619936,-58.4341192,0,0
METROBUS_000245,Metrobus,LAFUENTE,No informado,91|115,91:I|115:I,2971 RABANAL FRANCISCO INTENDENTE AVE,VILLA SOLDATI,Comuna 8,-34.66341,-58.4372795,0,0
METROBUS_000246,Metrobus,LAFUENTE,No informado,76|91|115,76:V|91:No informado|115:No informado,"3050 RABANAL, FRANCISCO, INTENDENTE AV.",VILLA SOLDATI,Comuna 8,-34.6639977,-58.4376593,0,0
METROBUS_000247,Metrobus,MANZANARES,No informado,59|60,59:V|60:V,3818 CABILDO AV.,SAAVEDRA,Comuna 12,-34.54805,-58.4690825,0,0
METROBUS_000248,Metrobus,PAROISSIEN,No informado,161|168|184,161:V|168:V|184:V,3902 CABILDO AV.,SAAVEDRA,Comuna 12,-34.54742,-58.4695874,0,0
METROBUS_000249,Metrobus,PAROISSIEN,No informado,57|194,57:V|194:V,3950 CABILDO AV.,SAAVEDRA,Comuna 12,-34.54723,-58.469734,0,0
METROBUS_000250,Metrobus,RUIZ HUIDOBRO,No informado,59|60,59:V|60:V,4212 CABILDO AV.,SAAVEDRA,Comuna 12,-34.5450502,-58.4712807,0,0
METROBUS_000251,Metrobus,RUIZ HUIDOBRO,No informado,68|152,68:V|152:V,4280 CABILDO AV.,SAAVEDRA,Comuna 12,-34.5447035,-58.4715335,0,0
METROBUS_000252,Metrobus,CORREA,No informado,161|168,161:V|168:V,4318 CABILDO AV.,SAAVEDRA,Comuna 12,-34.5443635,-58.4717826,0,0
METROBUS_000253,Metrobus,RAMALLO,No informado,68|161,68:I|161:I,4473 CABILDO AV.,NUÑEZ,Comuna 13,-34.5431698,-58.4724452,0,0
METROBUS_000254,Metrobus,ARIAS,No informado,168|184,168:I|184:I,4571 CABILDO AV.,NUÑEZ,Comuna 13,-34.5424798,-58.4729815,0,0
METROBUS_000255,Metrobus,DEHEZA,No informado,59|60,59:V|60:V,4650 CABILDO AV.,SAAVEDRA,Comuna 12,-34.5421206,-58.4734199,0,0
METROBUS_000256,Metrobus,PICO,No informado,161|168,161:V|168:V,4710 CABILDO AV.,SAAVEDRA,Comuna 12,-34.5413454,-58.4739978,0,0
METROBUS_000257,Metrobus,GRAL PAZ,No informado,60|168,60:V|168:V,4994 CABILDO AV.,SAAVEDRA,Comuna 12,-34.53955,-58.4755223,0,0
METROBUS_000258,Metrobus,AV. INDEPENDENCIA,No informado,29|62,29:I|62:I,750 PASEO COLON AV.,SAN TELMO,Comuna 1,-34.6164573,-58.3689363,0,0
METROBUS_000259,Metrobus,AV. BELGRANO,No informado,62|152,62:I|152:I,356 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.6117092,-58.3693002,0,0
METROBUS_000260,Metrobus,AV. BELGRANO,No informado,33|130|143,33:V|130:I|143:V,306 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.6114144,-58.3693295,0,0
METROBUS_000261,Metrobus,MORENO,No informado,29|64|93,29:I|64:I|93:V,216 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.6105316,-58.3693495,0,0
METROBUS_000262,Metrobus,MORENO,No informado,74|159,74:V|159:V,200 PASEO COLON AVE,MONSERRAT,Comuna 1,-34.6101311,-58.3693528,0,0
METROBUS_000263,Metrobus,ALSINA,No informado,195,195:I,190 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.609859,-58.369537,0,0
METROBUS_000264,Metrobus,ALSINA,No informado,195,195:V,190 PASEO COLON AVE,MONSERRAT,Comuna 1,-34.6096822,-58.3693607,0,0
METROBUS_000265,Metrobus,MORENO,No informado,74|143|159,74:No informado|143:I|159:I,239 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.6104797,-58.3695134,0,0
METROBUS_000266,Metrobus,MORENO,No informado,8|33|86,8:No informado|33:I|86:V,285 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.6109546,-58.3694991,0,0
METROBUS_000267,Metrobus,AV. BELGRANO,No informado,61|111|152,61:I|111:V|152:V,329 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.6117146,-58.3694837,0,0
METROBUS_000268,Metrobus,MEXICO,No informado,159,159:I,523 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.613906,-58.3693588,0,0
METROBUS_000269,Metrobus,AV. INDEPENDENCIA,No informado,61|152,61:I|152:V,725 PASEO COLON AV.,MONSERRAT,Comuna 1,-34.616419,-58.3693111,0,0
METROBUS_000270,Metrobus,RICARDO ROJAS,No informado,33|7|143,33:I|7:I|143:I,"1112 ALEM, LEANDRO N. AV.",PARQUE AVELLANEDA,Comuna 1,-34.5947224,-58.3731087,0,0
METROBUS_000271,Metrobus,MARCELO T. DE ALVEAR,No informado,91|93|130,91:I|93:I|130:V,"1078 ALEM, LEANDRO N. AV.",PARQUE AVELLANEDA,Comuna 1,-34.59518,-58.3728887,0,0
METROBUS_000272,Metrobus,MARCELO T. DE ALVEAR,No informado,5|9|45,5:V|9:I|45:I,"1012 ALEM, LEANDRO N. AV.",PARQUE AVELLANEDA,Comuna 1,-34.5958736,-58.3725389,0,0
METROBUS_000273,Metrobus,PARAGUAY,No informado,26|132,26:I|132:V,"944 ALEM, LEANDRO N. AV.",RETIRO,Comuna 1,-34.596542,-58.3722368,0,0
