ID,Tipo_Transporte,Nombre,Corredor,Lineas,Lineas_Sentido,Direccion,Barrio,Comuna,Latitud,Longitud,Flag_Coordenada_Anomala,Flag_Duplicado
METROBUS_000028,Metrobus,JUJUY,No informado,97|6|143,97:No informado|6:V|143:V,2638 BRASIL,PARQUE PATRICIOS,Comuna 4,-34.6317651,-58.4009006,0,0
METROBUS_000029,Metrobus,No informado,No informado,126,126:I,"126 ALEM, LEANDRO N. AV.",SAN NICOLAS,Comuna 1,-34.606309,-58.3703431,0,0
METROBUS_000030,Metrobus,PICHINCHA,No informado,143,143:I,"2283 GARAY, JUAN DE AV.",SAN CRISTOBAL,Comuna 3,-34.6279973,-58.3964462,0,0
METROBUS_000031,Metrobus,JUJUY,No informado,4|143,4:V|143:I,"2400 GARAY, JUAN DE AV.",SAN CRISTOBAL,Comuna 3,-34.6285938,-58.4006175,0,0
METROBUS_000032,Metrobus,MITRE,No informado,10|17,10:I|17:I,"34 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.60822,-58.3812416,0,0
METROBUS_000033,Metrobus,MITRE,No informado,59,59:I,"52 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.6075675,-58.3813051,0,0
METROBUS_000034,Metrobus,PERON,No informado,45|70,45:V|70:I,"134 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.60706,-58.3813201,0,0
METROBUS_000035,Metrobus,PERON,No informado,100|39,100:No informado|39:V,"174 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.6063572,-58.3813776,0,0
METROBUS_000036,Metrobus,OBELSCO SUR,No informado,9|67,9:I|67:V,"214 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.6057,-58.3813872,0,0
METROBUS_000037,Metrobus,OBELSCO SUR,No informado,129,129:No informado,"251 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.60527,-58.3814211,0,0
METROBUS_000038,Metrobus,OBELISCO NORTE,No informado,17|100,17:I|100:No informado,"530 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.6022988,-58.3815806,0,0
METROBUS_000039,Metrobus,OBELISCO NORTE,No informado,59,59:No informado,"570 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.6017534,-58.3815878,0,0
METROBUS_000040,Metrobus,TEATRO COLON,No informado,45|70,45:No informado|70:No informado,"640 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.6011065,-58.3816184,0,0
METROBUS_000041,Metrobus,TEATRO COLON,No informado,10|39,10:No informado|39:V,"645 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.6005385,-58.3816713,0,0
METROBUS_000042,Metrobus,CORDOBA,No informado,9,9:I,"744 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.5999471,-58.3816753,0,0
METROBUS_000043,Metrobus,CORDOBA,No informado,67,67:V,"737 PELLEGRINI, CARLOS",SAN NICOLAS,Comuna 1,-34.5995237,-58.381696,0,0
METROBUS_000044,Metrobus,PARAGUAY,No informado,17|10,17:I|10:I,"833 PELLEGRINI, CARLOS",RETIRO,Comuna 1,-34.5987484,-58.3817786,0,0
METROBUS_000045,Metrobus,PARAGUAY,No informado,59,59:No informado,"840 PELLEGRINI, CARLOS",RETIRO,Comuna 1,-34.5982227,-58.3818096,0,0
METROBUS_000046,Metrobus,MARCELO T DE ALVEAR,No informado,129,129:No informado,"984 PELLEGRINI, CARLOS",RETIRO,Comuna 1,-34.5970103,-58.3819003,0,0
METROBUS_000047,Metrobus,SANTA FE,No informado,100|39,100:No informado|39:V,"1018 PELLEGRINI, CARLOS",RETIRO,Comuna 1,-34.5964015,-58.3819846,0,0
METROBUS_000048,Metrobus,SANTA FE,No informado,67|70,67:V|70:No informado,"1055 PELLEGRINI, CARLOS",RETIRO,Comuna 1,-34.5958869,-58.3820415,0,0
METROBUS_000049,Metrobus,SANTA FE,No informado,67|70,67:I|70:No informado,1051 CERRITO,RETIRO,Comuna 1,-34.5959071,-58.3822446,0,0
METROBUS_000050,Metrobus,SANTA FE,No informado,100,100:No informado,1021 CERRITO,RETIRO,Comuna 1,-34.5964246,-58.3821772,0,0
METROBUS_000051,Metrobus,MARCELO T DE ALVEAR,No informado,129,129:No informado,933 CERRITO,RETIRO,Comuna 1,-34.5970609,-58.3821066,0,0
METROBUS_000052,Metrobus,PARAGUAY,No informado,10|17,10:V|17:V,851 CERRITO,RETIRO,Comuna 1,-34.5982443,-58.3820285,0,0
METROBUS_000053,Metrobus,PARAGUAY,No informado,59,59:No informado,841 CERRITO,RETIRO,Comuna 1,-34.59878,-58.3819708,0,0
METROBUS_000054,Metrobus,CORDOBA,No informado,9,9:V,741 CERRITO,SAN NICOLAS,Comuna 1,-34.5995285,-58.3819634,0,0
METROBUS_000055,Metrobus,CORDOBA,No informado,67,67:I,737 CERRITO,SAN NICOLAS,Comuna 1,-34.5999559,-58.3819012,0,0
METROBUS_000056,Metrobus,TEATRO COLON,No informado,45|70,45:No informado|70:No informado,657 CERRITO,SAN NICOLAS,Comuna 1,-34.6005305,-58.3819139,0,0
METROBUS_000057,Metrobus,TEATRO COLON,No informado,10|39,10:No informado|39:I,637 CERRITO,SAN NICOLAS,Comuna 1,-34.6011023,-58.3818841,0,0
METROBUS_000058,Metrobus,OBELISCO NORTE,No informado,17|100,17:V|100:No informado,545 CERRITO,SAN NICOLAS,Comuna 1,-34.6017411,-58.3818412,0,0
METROBUS_000059,Metrobus,OBELISCO NORTE,No informado,59,59:No informado,525 CERRITO,SAN NICOLAS,Comuna 1,-34.60231,-58.3818011,0,0
METROBUS_000060,Metrobus,OBELSCO SUR,No informado,129,129:No informado,241 CERRITO,SAN NICOLAS,Comuna 1,-34.6052752,-58.3816672,0,0
METROBUS_000061,Metrobus,PERON,No informado,45|70,45:No informado|70:No informado,151 CERRITO,SAN NICOLAS,Comuna 1,-34.6063595,-58.3815716,0,0
METROBUS_000062,Metrobus,MITRE,No informado,10|17,10:V|17:V,71 CERRITO,SAN NICOLAS,Comuna 1,-34.60758,-58.3815168,0,0
METROBUS_000063,Metrobus,LADINES,No informado,57|78|87|123|176,57:V|78:I|87:V|123:No informado|176:No informado,7210 SAN MARTIN AV.,VILLA DEVOTO,Comuna 11,-34.59034,-58.5157464,0,0
METROBUS_000064,Metrobus,LADINES,No informado,57|78|87|123|176,57:I|78:I|87:I|123:No informado|176:No informado,7181 SAN MARTIN AV.,VILLA DEVOTO,Comuna 11,-34.59043,-58.5149171,0,0
METROBUS_000065,Metrobus,MOSCONI,No informado,57|78|123|176,57:V|78:No informado|123:No informado|176:No informado,6930 SAN MARTIN AV.,VILLA DEVOTO,Comuna 11,-34.59158,-58.5116199,0,0
METROBUS_000066,Metrobus,MOSCONI,No informado,57|78|87|123|176,57:I|78:I|87:I|123:No informado|176:No informado,6885 SAN MARTIN AV.,VILLA DEVOTO,Comuna 11,-34.59173,-58.5105751,0,0
METROBUS_000067,Metrobus,CUBAS,No informado,57|78,57:V|78:V,6604 SAN MARTIN AV.,VILLA DEVOTO,Comuna 11,-34.59299,-58.5077002,0,0
METROBUS_000068,Metrobus,CUBAS,No informado,78|123|57|176,78:I|123:I|57:I|176:No informado,6593 SAN MARTIN AV.,VILLA DEVOTO,Comuna 11,-34.59304,-58.5070209,0,0
METROBUS_000069,Metrobus,SOLANO LOPEZ,No informado,57|78|105,57:V|78:I|105:No informado,5910 SAN MARTIN AV.,VILLA DEVOTO,Comuna 11,-34.59588,-58.5000085,0,0
METROBUS_000070,Metrobus,VELEZ SARFIELD,No informado,34|99|166|172,34:V|99:I|166:V|172:V,"9200 JUSTO, JUAN B. AV.",LINIERS,Comuna 9,-34.6336907,-58.5195367,0,0
METROBUS_000071,Metrobus,POLIDEPORTIVO VELEZ SARFIELD,No informado,34|99|166|172,34:V|99:I|166:V|172:V,"8900 JUSTO, JUAN B. AV.",LINIERS,Comuna 9,-34.63339,-58.5141271,0,0
METROBUS_000072,Metrobus,AV. LOPE DE VEGA,No informado,172|99,172:V|99:I,"8036 JUSTO, JUAN B. AV.",VILLA LURO,Comuna 10,-34.6323836,-58.5013452,0,0
METROBUS_000073,Metrobus,CARRASCO,No informado,34|99|166|172,34:No informado|99:I|166:V|172:V,"7500 JUSTO, JUAN B. AV.",VELEZ SARFIELD,Comuna 10,-34.62978,-58.4950096,0,0
METROBUS_000074,Metrobus,AV. SEGUROLA,No informado,34|166,34:V|166:V,"7132 JUSTO, JUAN B. AV.",VELEZ SARFIELD,Comuna 10,-34.6273,-58.4913141,0,0
METROBUS_000075,Metrobus,CHIVILCOY,No informado,34|166,34:V|166:V,"6718 JUSTO, JUAN B. AV.",FLORESTA,Comuna 10,-34.62532,-58.4860836,0,0
METROBUS_000076,Metrobus,AV. LOPE DE VEGA,No informado,34|166,34:I|166:I,"7959 JUSTO, JUAN B. AV.",VELEZ SARFIELD,Comuna 10,-34.6319446,-58.5004834,0,0
METROBUS_000077,Metrobus,CORTINA,No informado,34|99|166|172,34:I|99:V|166:I|172:I,"8395 JUSTO, JUAN B. AV.",VILLA LURO,Comuna 10,-34.6342197,-58.5062745,0,0
METROBUS_000078,Metrobus,POLIDEPORTIVO VELEZ SARFIELD,No informado,34|99|166|172,34:I|99:V|166:I|172:I,"8887 JUSTO, JUAN B. AV.",VERSALLES,Comuna 10,-34.63352,-58.5133912,0,0
METROBUS_000079,Metrobus,VELEZ SARFIELD,No informado,34|99|166|172,34:I|99:V|166:I|172:I,"9199 JUSTO, JUAN B. AV.",LINIERS,Comuna 9,-34.63314,-58.5199797,0,0
METROBUS_000080,Metrobus,AV. CORRIENTES,No informado,34|166,34:I|166:I,"2561 JUSTO, JUAN B. AV.",VILLA CRESPO,Comuna 15,-34.59451,-58.4441464,0,0
METROBUS_000081,Metrobus,AGUIRRE,No informado,34|166,34:V|166:V,"2234 JUSTO, JUAN B. AV.",VILLA CRESPO,Comuna 15,-34.59264,-58.441034,0,0
METROBUS_000082,Metrobus,AGUIRRE,No informado,166|34,166:I|34:I,"2193 JUSTO, JUAN B. AV.",VILLA CRESPO,Comuna 15,-34.59206,-58.4406074,0,0
METROBUS_000083,Metrobus,ESTADOS UNIDOS,No informado,10|17,10:I|17:I,"948 IRIGOYEN, BERNARDO DE",CONSTITUCION,Comuna 1,-34.6195421,-58.3807064,0,0
METROBUS_000084,Metrobus,INDEPENDENCIA,No informado,45|70,45:V|70:I,"848 IRIGOYEN, BERNARDO DE",CONSTITUCION,Comuna 1,-34.6181253,-58.381002,0,0
METROBUS_000085,Metrobus,CHILE,No informado,9|91,9:I|91:No informado,"740 IRIGOYEN, BERNARDO DE",MONSERRAT,Comuna 1,-34.6171898,-58.3807903,0,0
METROBUS_000086,Metrobus,CHILE,No informado,100|39,100:No informado|39:V,"742 IRIGOYEN, BERNARDO DE",MONSERRAT,Comuna 1,-34.61675,-58.3807995,0,0
METROBUS_000087,Metrobus,MEXICO,No informado,129,129:No informado,"674 IRIGOYEN, BERNARDO DE",MONSERRAT,Comuna 1,-34.6155786,-58.3810966,0,0
METROBUS_000088,Metrobus,VENEZUELA,No informado,10|17,10:I|17:I,"574 IRIGOYEN, BERNARDO DE",MONSERRAT,Comuna 1,-34.6149469,-58.3808854,0,0
METROBUS_000089,Metrobus,BELGRANO,No informado,45|70,45:V|70:I,"450 IRIGOYEN, BERNARDO DE",MONSERRAT,Comuna 1,-34.6138688,-58.380902,0,0
METROBUS_000090,Metrobus,BELGRANO,No informado,100|39,100:No informado|39:V,"472 IRIGOYEN, BERNARDO DE",MONSERRAT,Comuna 1,-34.6134667,-58.3809378,0,0
METROBUS_000091,Metrobus,ALSINA,No informado,129,129:No informado,"272 IRIGOYEN, BERNARDO DE",MONSERRAT,Comuna 1,-34.6110228,-58.3810163,0,0
METROBUS_000092,Metrobus,YRIGOYEN,No informado,9|91,9:I|91:No informado,"162 IRIGOYEN, BERNARDO DE",MONSERRAT,Comuna 1,-34.6105081,-58.3810787,0,0
METROBUS_000093,Metrobus,YRIGOYEN,No informado,9|91,9:V|91:No informado,LIMA 163,MONSERRAT,Comuna 1,-34.6099771,-58.3813822,0,0
METROBUS_000094,Metrobus,ALSINA,No informado,129,129:No informado,242 LIMA,MONSERRAT,Comuna 1,-34.6110329,-58.3813081,0,0
METROBUS_000095,Metrobus,BELGRANO,No informado,45|70,45:I|70:V,472 LIMA,MONSERRAT,Comuna 1,-34.6134724,-58.3811866,0,0
METROBUS_000096,Metrobus,BELGRANO,No informado,100|39,100:No informado|39:I,468 LIMA,MONSERRAT,Comuna 1,-34.6138619,-58.3811658,0,0
METROBUS_000097,Metrobus,VENEZUELA,No informado,10|17,10:V|17:V,556 LIMA,MONSERRAT,Comuna 1,-34.6144856,-58.3811555,0,0
METROBUS_000098,Metrobus,MEXICO,No informado,129,129:No informado,640 LIMA,MONSERRAT,Comuna 1,-34.615584,-58.3808336,0,0
METROBUS_000099,Metrobus,CHILE,No informado,9|91,9:V|91:No informado,LIMA 723,MONSERRAT,Comuna 1,-34.6167608,-58.3810561,0,0
METROBUS_000100,Metrobus,CHILE,No informado,100|39,100:No informado|39:I,793 LIMA,MONSERRAT,Comuna 1,-34.61712,-58.3810416,0,0
METROBUS_000101,Metrobus,INDEPENDENCIA,No informado,45|70,45:No informado|70:No informado,844 LIMA,CONSTITUCION,Comuna 1,-34.6181053,-58.3807527,0,0
METROBUS_000102,Metrobus,ESTADOS UNIDOS,No informado,10|17,10:V|17:V,974 LIMA,CONSTITUCION,Comuna 1,-34.61882,-58.3809959,0,0
METROBUS_000103,Metrobus,AV. CORRIENTES,No informado,34|166,34:V|166:V,"2620 JUSTO, JUAN B. AV.",VILLA CRESPO,Comuna 15,-34.59508,-58.4445549,0,0
METROBUS_000104,Metrobus,MURILLO,No informado,34|166,34:I|166:I,"2881 JUSTO, JUAN B. AV.",VILLA CRESPO,Comuna 15,-34.59689,-58.4475983,0,0
METROBUS_000105,Metrobus,MURILLO,No informado,34|166,34:V|166:V,"2920 JUSTO, JUAN B. AV.",VILLA CRESPO,Comuna 15,-34.59732,-58.4478202,0,0
METROBUS_000106,Metrobus,CARRASCO,No informado,34|99|166|172,34:V|99:V|166:I|172:I,"7479 JUSTO, JUAN B. AV.",VELEZ SARFIELD,Comuna 10,-34.6293,-58.4946841,0,0
METROBUS_000107,Metrobus,AV. SEGUROLA,No informado,34|166,34:No informado|166:I,"7075 JUSTO, JUAN B. AV.",FLORESTA,Comuna 10,-34.62678,-58.4908053,0,0
METROBUS_000108,Metrobus,CHIVILCOY,No informado,34|166,34:I|166:I,"6689 JUSTO, JUAN B. AV.",FLORESTA,Comuna 10,-34.6249256,-58.485574,0,0
METROBUS_000109,Metrobus,CONCORDIA,No informado,34|53|166,34:V|53:No informado|166:V,"6216 JUSTO, JUAN B. AV.",VILLA SANTA RITA,Comuna 11,-34.62228,-58.4809275,0,0
METROBUS_000110,Metrobus,CONCORDIA,No informado,34|166,34:I|166:I,"6195 JUSTO, JUAN B. AV.",VILLA SANTA RITA,Comuna 11,-34.6218024,-58.4806918,0,0
METROBUS_000111,Metrobus,CONSTITUCION,No informado,61|143,61:I|143:I,"1115 GARAY, JUAN DE AV.",CONSTITUCION,Comuna 1,-34.6264662,-58.3808005,0,0
METROBUS_000112,Metrobus,AV. HONORIO PUEYRREDON,No informado,34|109|166,34:V|109:I|166:V,"3340 JUSTO, JUAN B. AV.",VILLA CRESPO,Comuna 15,-34.60057,-58.452508,0,0
METROBUS_000113,Metrobus,AV. HONORIO PUEYRREDON,No informado,34|109|166,34:I|109:No informado|166:No informado,"3295 JUSTO, JUAN B. AV.",VILLA CRESPO,Comuna 15,-34.5998531,-58.4517743,0,0
METROBUS_000114,Metrobus,DONATO ALVAREZ,No informado,34|110|166,34:I|110:I|166:I,4371 JUAN B. JUSTO AV.,VILLA GRAL MITRE,Comuna 11,-34.60713,-58.4625547,0,0
METROBUS_000115,Metrobus,GUATEMALA,No informado,166|34,166:V|34:V,"1045 JUSTO, JUAN B. AV.",PALERMO,Comuna 14,-34.58211,-58.4303243,0,0
METROBUS_000116,Metrobus,HONDURAS,No informado,166|34,166:V|34:V,"1524 JUSTO, JUAN B. AV.",PALERMO,Comuna 14,-34.58586,-58.4352243,0,0
METROBUS_000117,Metrobus,PACIFICO,No informado,166|34,166:I|34:I,"531 BULLRICH, INT. AV.",PALERMO,Comuna 14,-34.5774586,-58.4266209,0,0
METROBUS_000118,Metrobus,PACIFICO,No informado,10|160|166|34,10:V|160:V|166:V|34:I,"550 BULLRICH, INT. AV.",PALERMO,Comuna 14,-34.5775451,-58.426498,0,0
METROBUS_000119,Metrobus,EMPEDRADO,No informado,47|57|78|105|146,47:No informado|57:V|78:I|105:No informado|146:No informado,4220 SAN MARTIN AV.,VILLA DEL PARQUE,Comuna 11,-34.5987568,-58.4811239,0,0
METROBUS_000120,Metrobus,AGRONOMIA,No informado,57|78|105|146,57:V|78:I|105:No informado|146:No informado,4502 SAN MARTIN AV.,VILLA DEL PARQUE,Comuna 11,-34.5977922,-58.4835822,0,0
METROBUS_000121,Metrobus,SOLANO LOPEZ,No informado,57|78,57:I|78:I,5891 SAN MARTIN AV.,AGRONOMIA,Comuna 15,-34.59596,-58.4991931,0,0
METROBUS_000122,Metrobus,ROFFO,No informado,57|78|105|146,57:V|78:I|105:No informado|146:No informado,5514 SAN MARTIN AV.,VILLA DEL PARQUE,Comuna 11,-34.59701,-58.4952314,0,0
METROBUS_000123,Metrobus,ROFFO,No informado,57|78|105|146,57:I|78:I|105:No informado|146:No informado,5471 SAN MARTIN AV.,AGRONOMIA,Comuna 15,-34.59685,-58.4947073,0,0
METROBUS_000124,Metrobus,COMUNICACIONES,No informado,57|78|105|146,57:V|78:I|105:No informado|146:No informado,5212 SAN MARTIN AV.,VILLA DEL PARQUE,Comuna 11,-34.59726,-58.4914977,0,0
METROBUS_000125,Metrobus,COMUNICACIONES,No informado,57|78|105|146,57:I|78:I|105:No informado|146:No informado,5133 SAN MARTIN AV.,AGRONOMIA,Comuna 15,-34.59715,-58.4902083,0,0
METROBUS_000126,Metrobus,2 DE ABRIL,No informado,57|78|105|146,57:V|78:I|105:No informado|146:No informado,4934 SAN MARTIN AV.,VILLA DEL PARQUE,Comuna 11,-34.59753,-58.4871933,0,0
METROBUS_000127,Metrobus,2 DE ABRIL,No informado,57|78|105|146,57:I|78:I|105:No informado|146:No informado,4835 SAN MARTIN AV.,AGRONOMIA,Comuna 15,-34.59745,-58.4862062,0,0
METROBUS_000128,Metrobus,AGRONOMIA,No informado,57|78|105|146,57:I|78:I|105:No informado|146:No informado,4447 SAN MARTIN AV.,AGRONOMIA,Comuna 15,-34.59803,-58.4823396,0,0
METROBUS_000129,Metrobus,EMPEDRADO,No informado,47|57|78|105|146,47:No informado|57:I|78:I|105:No informado|146:No informado,4187 SAN MARTIN AV.,AGRONOMIA,Comuna 15,-34.5989382,-58.4803653,0,0
METROBUS_000130,Metrobus,ARGENTINOS JUNIOR,No informado,24|57|105|146,24:I|57:V|105:V|146:V,3308 SAN MARTIN AV.,PATERNAL,Comuna 15,-34.60161,-58.4704539,0,0
METROBUS_000131,Metrobus,ARGENTINOS JUNIOR,No informado,24|57|105|146,24:No informado|57:I|105:No informado|146:No informado,3277 SAN MARTIN AV.,PATERNAL,Comuna 15,-34.60152,-58.469957,0,0
METROBUS_000132,Metrobus,DONATO ALVAREZ,No informado,24|57|105|109|135|146,24:No informado|57:I|105:No informado|109:V|135:V|146:No informado,2811 SAN MARTIN AV.,PATERNAL,Comuna 15,-34.6026451,-58.4655632,0,0
METROBUS_000133,Metrobus,DONATO ALVAREZ,No informado,24|57|105|109|135|146,24:No informado|57:V|105:No informado|109:No informado|135:I|146:No informado,2750 SAN MARTIN AV.,VILLA GRAL MITRE,Comuna 11,-34.6030427,-58.4643574,0,0
METROBUS_000134,Metrobus,PAPPO NAPOLITANO,No informado,135|146,135:I|146:V,2206 SAN MARTIN AV.,VILLA GRAL MITRE,Comuna 11,-34.6043897,-58.4591212,0,0
METROBUS_000135,Metrobus,AV. SAN MARTIN,No informado,34|109|166,34:V|109:I|166:V,"4018 JUSTO, JUAN B. AV.",CABALLITO,Comuna 6,-34.60478,-58.4586812,0,0
METROBUS_000136,Metrobus,DONATO ALVAREZ,No informado,34|110|166,34:V|110:V|166:V,"4434 JUSTO, JUAN B. AV.",VILLA GRAL MITRE,Comuna 11,-34.60779,-58.4631219,0,0
METROBUS_000137,Metrobus,BOYACA,No informado,34|110|166,34:No informado|110:V|166:V,"4910 JUSTO, JUAN B. AV.",VILLA GRAL MITRE,Comuna 11,-34.61153,-58.4680421,0,0
METROBUS_000138,Metrobus,ARTIGAS,No informado,34|166,34:I|166:I,"5391 JUSTO, JUAN B. AV.",VILLA GRAL MITRE,Comuna 11,-34.61481,-58.4729713,0,0
METROBUS_000139,Metrobus,AV. NAZCA,No informado,34|166,34:I|166:I,"5679 JUSTO, JUAN B. AV.",VILLA SANTA RITA,Comuna 11,-34.61779,-58.4759309,0,0
METROBUS_000140,Metrobus,AV. NAZCA,No informado,34|166,34:V|166:V,"5728 JUSTO, JUAN B. AV.",VILLA SANTA RITA,Comuna 11,-34.61843,-58.4762177,0,0
METROBUS_000141,Metrobus,BOEDO,No informado,101|143,101:V|143:I,3639 CHICLANA AV.,BOEDO,Comuna 5,-34.63671,-58.4149881,0,0
METROBUS_000142,Metrobus,PERITO MORENO,No informado,101|143|150,101:I|143:V|150:V,"1660 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",NUEVA POMPEYA,Comuna 4,-34.6495013,-58.4300133,0,0
METROBUS_000143,Metrobus,DEL BARCO CENTENERA,No informado,101|143|150,101:No informado|143:I|150:I,"1489 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",NUEVA POMPEYA,Comuna 4,-34.647427,-58.4280848,0,0
METROBUS_000144,Metrobus,DEL BARCO CENTENERA,No informado,101|143,101:I|143:V,"1490 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",NUEVA POMPEYA,Comuna 4,-34.6476207,-58.4278879,0,0
METROBUS_000145,Metrobus,AV. LA PLATA,No informado,23|101|143,23:V|101:V|143:I,"1041 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",NUEVA POMPEYA,Comuna 4,-34.6443772,-58.4250146,0,0
METROBUS_000146,Metrobus,AV. LA PLATA,No informado,23|101|143,23:I|101:I|143:V,"980 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",NUEVA POMPEYA,Comuna 4,-34.6438717,-58.4238767,0,0
METROBUS_000147,Metrobus,TEODORO GARCIA,No informado,41|63|67,41:I|63:No informado|67:I,937 CABILDO AV.,PALERMO,Comuna 14,-34.56916,-58.4462341,0,0
METROBUS_000148,Metrobus,OLLEROS,No informado,68|161,68:I|161:I,777 CABILDO AV.,PALERMO,Comuna 14,-34.56997,-58.4445841,0,0
METROBUS_000149,Metrobus,JORGE NEWBERY,No informado,41|152,41:No informado|152:I,435 CABILDO AV.,PALERMO,Comuna 14,-34.57188,-58.4409215,0,0
METROBUS_000150,Metrobus,MATIENZO,No informado,57|194,57:I|194:I,399 CABILDO AV.,PALERMO,Comuna 14,-34.57212,-58.4404747,0,0
METROBUS_000151,Metrobus,CASEROS,No informado,23|101|143,23:I|101:I|143:V,3920 CHICLANA AV.,NUEVA POMPEYA,Comuna 4,-34.6399492,-58.4191441,0,0
METROBUS_000152,Metrobus,PICHINCHA,No informado,4,4:V,"2273 GARAY, JUAN DE AV.",SAN CRISTOBAL,Comuna 3,-34.6279777,-58.396326,0,0
METROBUS_000153,Metrobus,JORGE NEWBERY,No informado,67|41,67:I|41:I,469 CABILDO AV.,PALERMO,Comuna 14,-34.57152,-58.4415768,0,0
METROBUS_000154,Metrobus,MAURE,No informado,57|194,57:V|194:V,510 CABILDO AV.,COLEGIALES,Comuna 13,-34.57142,-58.4422356,0,0
METROBUS_000155,Metrobus,MAURE,No informado,41|152|161,41:No informado|152:V|161:V,548 CABILDO AV.,COLEGIALES,Comuna 13,-34.57107,-58.4428976,0,0
METROBUS_000156,Metrobus,GOROSTIAGA,No informado,68|60|67,68:V|60:No informado|67:No informado,588 CABILDO AV.,COLEGIALES,Comuna 13,-34.57081,-58.4434042,0,0
METROBUS_000157,Metrobus,PALPA,No informado,59|60|152,59:I|60:No informado|152:No informado,1009 CABILDO AV.,PALERMO,Comuna 14,-34.56901,-58.4465499,0,0
METROBUS_000158,Metrobus,AGUILAR,No informado,68|152,68:V|152:V,1110 CABILDO AV.,COLEGIALES,Comuna 13,-34.56886,-58.4473442,0,0
METROBUS_000159,Metrobus,AGUILAR,No informado,41|161,41:V|161:V,1178 CABILDO AV.,COLEGIALES,Comuna 13,-34.56857,-58.4479065,0,0
METROBUS_000160,Metrobus,CESPEDES,No informado,68|60,68:V|60:No informado,1212 CABILDO AV.,COLEGIALES,Comuna 13,-34.56834,-58.4483705,0,0
METROBUS_000161,Metrobus,CESPEDES,No informado,63|67,63:I|67:V,1280 CABILDO AV.,COLEGIALES,Comuna 13,-34.56813,-58.4487805,0,0
METROBUS_000162,Metrobus,ZABALA,No informado,68|161,68:I|161:I,1309 CABILDO AV.,BELGRANO,Comuna 13,-34.56768,-58.4491382,0,0
METROBUS_000163,Metrobus,ZABALA,No informado,41|67|63,41:I|67:I|63:V,1373 CABILDO AV.,BELGRANO,Comuna 13,-34.56756,-58.4493476,0,0
METROBUS_000164,Metrobus,VIRREY LORETO,No informado,59|60|152,59:I|60:No informado|152:No informado,1421 CABILDO AV.,BELGRANO,Comuna 13,-34.56714,-58.4501351,0,0
METROBUS_000165,Metrobus,VIRREY ARREDONDO,No informado,41|63|67,41:No informado|63:I|67:V,1508 CABILDO AV.,COLEGIALES,Comuna 13,-34.5669,-58.4510583,0,0
METROBUS_000166,Metrobus,VIRREY ARREDONDO,No informado,59|60|152,59:V|60:No informado|152:V,1546 CABILDO AV.,COLEGIALES,Comuna 13,-34.56665,-58.4515037,0,0
METROBUS_000167,Metrobus,VIRREY ARREDONDO,No informado,68|161,68:V|161:V,1574 CABILDO AV.,COLEGIALES,Comuna 13,-34.56637,-58.4520395,0,0
METROBUS_000168,Metrobus,SAENZ,No informado,115|91,115:No informado|91:No informado,"1330 RABANAL, FRANCISCO, INTENDENTE AV.",NUEVA POMPEYA,Comuna 4,-34.6550641,-58.4171076,0,0
METROBUS_000169,Metrobus,SAENZ,No informado,76|91|115,76:I|91:No informado|115:No informado,"1321 RABANAL, FRANCISCO, INTENDENTE AV.",NUEVA POMPEYA,Comuna 4,-34.6550164,-58.4177608,0,0
METROBUS_000170,Metrobus,CORTINA,No informado,34|99|166|172,34:V|99:I|166:V|172:V,"8400 JUSTO, JUAN B. AV.",VILLA LURO,Comuna 10,-34.63453,-58.5072057,0,0
METROBUS_000171,Metrobus,No informado,No informado,108,108:I,"9241 JUSTO, JUAN B. AV.",VERSALLES,Comuna 10,-34.6335903,-58.5214323,0,0
METROBUS_000172,Metrobus,No informado,No informado,99,99:I,"9291 JUSTO, JUAN B. AV.",VERSALLES,Comuna 10,-34.6336846,-58.5218158,0,0
METROBUS_000173,Metrobus,UGARTE,No informado,152,152:I,2811 CABILDO AV.,BELGRANO,Comuna 13,-34.55619,-58.4616481,0,0
METROBUS_000174,Metrobus,UGARTE,No informado,59|133,59:I|133:I,2847 CABILDO AV.,BELGRANO,Comuna 13,-34.55588,-58.4619372,0,0
METROBUS_000175,Metrobus,UGARTE,No informado,68|161,68:I|161:I,2897 CABILDO AV.,BELGRANO,Comuna 13,-34.55561,-58.4621943,0,0
METROBUS_000176,Metrobus,CONGRESO,No informado,168|184,168:I|184:I,2921 CABILDO AV.,NUÑEZ,Comuna 13,-34.55514,-58.4626415,0,0
